userId,movieId,title
474,48,Hoop Dreams (1994)
312,850,"Perfect Candidate, A (1996)"
43,111,"Truth About Cats & Dogs, The (1996)"
339,436,"American Werewolf in London, An (1981)"
320,226,Die Hard 2 (1990)
181,363,Sudden Death (1995)
397,332,Kiss the Girls (1997)
383,268,Chasing Amy (1997)
476,72,"Mask, The (1994)"
12,133,Gone with the Wind (1939)
385,451,Grease (1978)
95,1101,Six Degrees of Separation (1993)
301,265,"Hunt for Red October, The (1990)"
387,226,Die Hard 2 (1990)
391,8,Babe (1995)
472,747,Benny & Joon (1993)
450,477,Matilda (1996)
457,722,Nine Months (1995)
314,393,Mrs. Doubtfire (1993)
346,215,Field of Dreams (1989)
262,433,Heathers (1989)
451,682,I Know What You Did Last Summer (1997)
114,56,Pulp Fiction (1994)
184,176,Aliens (1986)
83,527,Gandhi (1982)
13,350,Fallen (1998)
348,934,"Preacher's Wife, The (1996)"
193,310,"Rainmaker, The (1997)"
405,1099,"Red Firecracker, Green Firecracker (1994)"
379,285,Secrets & Lies (1996)
291,290,Fierce Creatures (1997)
430,273,Heat (1995)
349,596,"Hunchback of Notre Dame, The (1996)"
459,79,"Fugitive, The (1993)"
90,607,Rebecca (1940)
82,1163,"Portrait of a Lady, The (1996)"
502,892,Flubber (1997)
373,136,Mr. Smith Goes to Washington (1939)
432,258,Contact (1997)
236,476,"First Wives Club, The (1996)"
417,217,Bram Stoker's Dracula (1992)
195,982,Maximum Risk (1996)
488,748,"Saint, The (1997)"
450,419,Mary Poppins (1964)
192,121,Independence Day (ID4) (1996)
15,252,"Lost World: Jurassic Park, The (1997)"
109,323,Dante's Peak (1997)
97,204,Back to the Future (1985)
334,655,Stand by Me (1986)
109,265,"Hunt for Red October, The (1990)"
450,689,"Jackal, The (1997)"
172,606,All About Eve (1950)
37,273,Heat (1995)
284,307,"Devil's Advocate, The (1997)"
423,326,G.I. Jane (1997)
11,654,Chinatown (1974)
222,735,Philadelphia (1993)
118,559,Interview with the Vampire (1994)
85,188,Full Metal Jacket (1987)
379,62,Stargate (1994)
437,517,Manhattan (1979)
396,829,Fled (1996)
376,111,"Truth About Cats & Dogs, The (1996)"
181,974,Eye for an Eye (1996)
391,604,It Happened One Night (1934)
363,159,Basic Instinct (1992)
214,181,Return of the Jedi (1983)
178,322,Murder at 1600 (1997)
85,222,Star Trek: First Contact (1996)
13,342,"Man Who Knew Too Little, The (1997)"
84,276,Leaving Las Vegas (1995)
452,554,Waterworld (1995)
214,650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
398,732,Dave (1993)
182,203,Unforgiven (1992)
22,167,Private Benjamin (1980)
48,1065,Koyaanisqatsi (1983)
249,89,Blade Runner (1982)
428,908,Half Baked (1998)
457,456,Beverly Hills Ninja (1997)
301,203,Unforgiven (1992)
497,465,"Jungle Book, The (1994)"
452,171,Delicatessen (1991)
253,22,Braveheart (1995)
373,403,Batman (1989)
464,333,"Game, The (1997)"
97,431,Highlander (1986)
421,182,GoodFellas (1990)
181,1038,Switchback (1997)
480,203,Unforgiven (1992)
328,1483,"Man in the Iron Mask, The (1998)"
336,105,Sgt. Bilko (1996)
91,498,"African Queen, The (1951)"
434,125,Phenomenon (1996)
336,732,Dave (1993)
429,15,Mr. Holland's Opus (1995)
424,689,"Jackal, The (1997)"
370,285,Secrets & Lies (1996)
420,251,Shall We Dance? (1996)
500,781,French Kiss (1995)
407,448,"Omen, The (1976)"
446,326,G.I. Jane (1997)
487,739,Pretty Woman (1990)
367,179,"Clockwork Orange, A (1971)"
223,866,Michael (1996)
389,514,Annie Hall (1977)
16,79,"Fugitive, The (1993)"
145,202,Groundhog Day (1993)
33,245,"Devil's Own, The (1997)"
454,605,Meet Me in St. Louis (1944)
405,1018,Tie Me Up! Tie Me Down! (1990)
450,582,"Piano, The (1993)"
339,234,Jaws (1975)
346,117,"Rock, The (1996)"
60,8,Babe (1995)
289,21,Muppet Treasure Island (1996)
241,335,How to Be a Player (1997)
275,515,"Boot, Das (1981)"
43,1023,Fathers' Day (1997)
297,8,Babe (1995)
466,331,"Edge, The (1997)"
396,619,Extreme Measures (1996)
264,676,"Crucible, The (1996)"
64,568,Speed (1994)
474,257,Men in Black (1997)
198,210,Indiana Jones and the Last Crusade (1989)
503,181,Return of the Jedi (1983)
416,1037,Grease 2 (1982)
381,150,Swingers (1996)
275,154,Monty Python's Life of Brian (1979)
343,786,"Perez Family, The (1995)"
90,837,Meet John Doe (1941)
85,423,E.T. the Extra-Terrestrial (1982)
18,211,M*A*S*H (1970)
11,57,Priest (1994)
474,77,"Firm, The (1993)"
459,282,"Time to Kill, A (1996)"
279,146,Unhook the Stars (1996)
94,176,Aliens (1986)
450,270,Gattaca (1997)
502,301,In & Out (1997)
393,69,Forrest Gump (1994)
89,1074,Reality Bites (1994)
406,431,Highlander (1986)
283,175,Brazil (1985)
222,41,Billy Madison (1995)
189,283,Emma (1996)
347,77,"Firm, The (1993)"
406,3,Four Rooms (1995)
80,213,"Room with a View, A (1986)"
64,603,Rear Window (1954)
474,76,Carlito's Way (1993)
378,619,Extreme Measures (1996)
418,258,Contact (1997)
95,596,"Hunchback of Notre Dame, The (1996)"
198,101,Heavy Metal (1981)
194,498,"African Queen, The (1951)"
472,682,I Know What You Did Last Summer (1997)
64,11,Seven (Se7en) (1995)
493,100,Fargo (1996)
472,318,Schindler's List (1993)
332,273,Heat (1995)
392,1012,Private Parts (1997)
284,748,"Saint, The (1997)"
294,340,Boogie Nights (1997)
142,408,"Close Shave, A (1995)"
450,7,Twelve Monkeys (1995)
303,29,Batman Forever (1995)
440,323,Dante's Peak (1997)
411,720,First Knight (1995)
427,989,Cats Don't Dance (1997)
458,717,"Juror, The (1996)"
325,1003,That Darn Cat! (1997)
396,1028,Grumpier Old Men (1995)
213,432,Fantasia (1940)
303,1273,Color of Night (1994)
488,434,Forbidden Planet (1956)
188,498,"African Queen, The (1951)"
310,1386,Tetsuo II: Body Hammer (1992)
250,1199,Cemetery Man (Dellamorte Dellamore) (1994)
141,259,George of the Jungle (1997)
13,829,Fled (1996)
406,427,To Kill a Mockingbird (1962)
503,1316,"Horse Whisperer, The (1998)"
253,331,"Edge, The (1997)"
92,240,Beavis and Butt-head Do America (1996)
151,171,Delicatessen (1991)
399,722,Nine Months (1995)
429,201,Evil Dead II (1987)
175,234,Jaws (1975)
391,69,Forrest Gump (1994)
472,609,Father of the Bride (1950)
467,288,Scream (1996)
292,58,Quiz Show (1994)
499,664,"Paris, Texas (1984)"
496,132,"Wizard of Oz, The (1939)"
286,90,So I Married an Axe Murderer (1993)
419,514,Annie Hall (1977)
254,548,"NeverEnding Story III, The (1994)"
435,367,Clueless (1995)
496,1074,Reality Bites (1994)
346,12,"Usual Suspects, The (1995)"
354,1194,Once Were Warriors (1994)
173,305,"Ice Storm, The (1997)"
3,321,Mother (1996)
387,135,2001: A Space Odyssey (1968)
305,479,Vertigo (1958)
354,189,"Grand Day Out, A (1992)"
378,924,White Squall (1996)
339,317,In the Name of the Father (1993)
122,661,High Noon (1952)
188,28,Apollo 13 (1995)
57,833,Bulletproof (1996)
251,685,Executive Decision (1996)
345,288,Scream (1996)
203,288,Scream (1996)
43,269,"Full Monty, The (1997)"
313,178,12 Angry Men (1957)
51,83,Much Ado About Nothing (1993)
158,209,This Is Spinal Tap (1984)
487,172,"Empire Strikes Back, The (1980)"
405,1267,Clockers (1995)
135,56,Pulp Fiction (1994)
489,292,Rosewood (1997)
450,155,Dirty Dancing (1987)
161,265,"Hunt for Red October, The (1990)"
342,732,Dave (1993)
222,729,Nell (1994)
340,88,Sleepless in Seattle (1993)
360,405,Mission: Impossible (1996)
344,137,Big Night (1996)
450,12,"Usual Suspects, The (1995)"
416,82,Jurassic Park (1993)
360,174,Raiders of the Lost Ark (1981)
407,316,As Good As It Gets (1997)
248,196,Dead Poets Society (1989)
450,774,"Prophecy, The (1995)"
363,742,Ransom (1996)
493,879,"Peacemaker, The (1997)"
314,411,"Nutty Professor, The (1996)"
433,194,"Sting, The (1973)"
404,258,Contact (1997)
327,1170,Spanking the Monkey (1994)
430,288,Scream (1996)
77,56,Pulp Fiction (1994)
294,476,"First Wives Club, The (1996)"
15,927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)"
438,121,Independence Day (ID4) (1996)
200,177,"Good, The Bad and The Ugly, The (1966)"
479,55,"Professional, The (1994)"
167,225,101 Dalmatians (1996)
295,230,Star Trek IV: The Voyage Home (1986)
43,408,"Close Shave, A (1995)"
450,383,"Flintstones, The (1994)"
180,380,Star Trek: Generations (1994)
415,180,Apocalypse Now (1979)
295,158,Weekend at Bernie's (1989)
66,741,"Last Supper, The (1995)"
383,504,Bonnie and Clyde (1967)
346,951,"Indian in the Cupboard, The (1995)"
495,478,"Philadelphia Story, The (1940)"
392,170,Cinema Paradiso (1988)
446,311,"Wings of the Dove, The (1997)"
214,318,Schindler's List (1993)
334,28,Apollo 13 (1995)
416,531,Shine (1996)
424,243,Jungle2Jungle (1997)
366,445,"Body Snatcher, The (1945)"
226,408,"Close Shave, A (1995)"
425,7,Twelve Monkeys (1995)
170,326,G.I. Jane (1997)
469,136,Mr. Smith Goes to Washington (1939)
449,171,Delicatessen (1991)
487,218,Cape Fear (1991)
26,304,Fly Away Home (1996)
11,317,In the Name of the Father (1993)
324,275,Sense and Sensibility (1995)
92,71,"Lion King, The (1994)"
92,12,"Usual Suspects, The (1995)"
244,660,Fried Green Tomatoes (1991)
280,1035,Cool Runnings (1993)
305,1015,Shiloh (1997)
458,13,Mighty Aphrodite (1995)
453,233,Under Siege (1992)
437,133,Gone with the Wind (1939)
1,30,Belle de jour (1967)
429,291,Absolute Power (1997)
426,510,"Magnificent Seven, The (1954)"
450,488,Sunset Blvd. (1950)
345,28,Apollo 13 (1995)
7,628,Sleepers (1996)
494,183,Alien (1979)
394,50,Star Wars (1977)
18,486,Sabrina (1954)
343,528,"Killing Fields, The (1984)"
334,50,Star Wars (1977)
423,690,Seven Years in Tibet (1997)
465,496,It's a Wonderful Life (1946)
474,265,"Hunt for Red October, The (1990)"
489,321,Mother (1996)
495,658,Pump Up the Volume (1990)
500,1012,Private Parts (1997)
305,153,"Fish Called Wanda, A (1988)"
15,255,My Best Friend's Wedding (1997)
504,163,"Return of the Pink Panther, The (1974)"
177,55,"Professional, The (1994)"
288,345,Deconstructing Harry (1997)
184,443,"Birds, The (1963)"
193,402,Ghost (1990)
21,675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
493,423,E.T. the Extra-Terrestrial (1982)
4,328,Conspiracy Theory (1997)
222,73,Maverick (1994)
500,159,Basic Instinct (1992)
174,1035,Cool Runnings (1993)
94,569,Wolf (1994)
368,201,Evil Dead II (1987)
484,343,Alien: Resurrection (1997)
272,23,Taxi Driver (1976)
453,97,Dances with Wolves (1990)
123,100,Fargo (1996)
293,933,"Funeral, The (1996)"
416,339,Mad City (1997)
85,170,Cinema Paradiso (1988)
429,1079,Joe's Apartment (1996)
5,25,"Birdcage, The (1996)"
261,301,In & Out (1997)
270,722,Nine Months (1995)
398,63,"Santa Clause, The (1994)"
399,157,Platoon (1986)
378,792,Bullets Over Broadway (1994)
85,100,Fargo (1996)
336,762,Beautiful Girls (1996)
329,284,Tin Cup (1996)
456,431,Highlander (1986)
275,196,Dead Poets Society (1989)
495,413,Tales from the Crypt Presents: Bordello of Blood (1996)
268,541,Mortal Kombat (1995)
378,380,Star Trek: Generations (1994)
1,63,"Santa Clause, The (1994)"
301,29,Batman Forever (1995)
462,678,Volcano (1997)
481,66,While You Were Sleeping (1995)
431,754,Red Corner (1997)
435,943,Killing Zoe (1994)
406,514,Annie Hall (1977)
347,235,Mars Attacks! (1996)
323,186,"Blues Brothers, The (1980)"
95,449,Star Trek: The Motion Picture (1979)
500,665,Alien 3 (1992)
130,248,Grosse Pointe Blank (1997)
450,145,"Lawnmower Man, The (1992)"
426,525,"Big Sleep, The (1946)"
221,218,Cape Fear (1991)
503,69,Forrest Gump (1994)
143,313,Titanic (1997)
125,216,When Harry Met Sally... (1989)
435,40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
472,685,Executive Decision (1996)
5,442,"Amityville Curse, The (1990)"
8,233,Under Siege (1992)
18,61,Three Colors: White (1994)
440,751,Tomorrow Never Dies (1997)
215,191,Amadeus (1984)
16,941,With Honors (1994)
48,1064,Crossfire (1947)
294,363,Sudden Death (1995)
231,255,My Best Friend's Wedding (1997)
355,264,Mimic (1997)
64,310,"Rainmaker, The (1997)"
498,191,Amadeus (1984)
311,215,Field of Dreams (1989)
151,185,Psycho (1960)
125,369,Black Sheep (1996)
280,217,Bram Stoker's Dracula (1992)
40,286,"English Patient, The (1996)"
454,519,"Treasure of the Sierra Madre, The (1948)"
399,318,Schindler's List (1993)
222,228,Star Trek: The Wrath of Khan (1982)
194,625,"Sword in the Stone, The (1963)"
119,689,"Jackal, The (1997)"
331,124,Lone Star (1996)
339,100,Fargo (1996)
102,168,Monty Python and the Holy Grail (1974)
405,1547,"Show, The (1995)"
174,451,Grease (1978)
396,300,Air Force One (1997)
416,21,Muppet Treasure Island (1996)
251,472,Dragonheart (1996)
417,201,Evil Dead II (1987)
405,207,Cyrano de Bergerac (1990)
498,192,Raging Bull (1980)
167,726,Fluke (1995)
336,796,Speechless (1994)
478,276,Leaving Las Vegas (1995)
436,739,Pretty Woman (1990)
450,401,"Brady Bunch Movie, The (1995)"
70,214,Pink Floyd - The Wall (1982)
361,333,"Game, The (1997)"
435,11,Seven (Se7en) (1995)
372,1273,Color of Night (1994)
405,1400,Picture Bride (1995)
207,298,Face/Off (1997)
178,790,Tommy Boy (1995)
7,98,"Silence of the Lambs, The (1991)"
346,50,Star Wars (1977)
119,762,Beautiful Girls (1996)
474,553,"Walk in the Clouds, A (1995)"
5,186,"Blues Brothers, The (1980)"
268,738,Threesome (1994)
234,1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
299,190,Henry V (1989)
10,694,Persuasion (1995)
94,722,Nine Months (1995)
201,82,Jurassic Park (1993)
85,28,Apollo 13 (1995)
478,866,Michael (1996)
268,164,"Abyss, The (1989)"
82,9,Dead Man Walking (1995)
339,702,Barcelona (1994)
409,749,"MatchMaker, The (1997)"
347,164,"Abyss, The (1989)"
179,690,Seven Years in Tibet (1997)
479,286,"English Patient, The (1996)"
435,215,Field of Dreams (1989)
456,498,"African Queen, The (1951)"
128,499,Cat on a Hot Tin Roof (1958)
94,475,Trainspotting (1996)
483,181,Return of the Jedi (1983)
405,557,Farinelli: il castrato (1994)
130,892,Flubber (1997)
425,252,"Lost World: Jurassic Park, The (1997)"
314,697,"Basketball Diaries, The (1995)"
483,900,Kundun (1997)
393,685,Executive Decision (1996)
268,229,Star Trek III: The Search for Spock (1984)
227,137,Big Night (1996)
282,262,In the Company of Men (1997)
369,243,Jungle2Jungle (1997)
303,53,Natural Born Killers (1994)
429,195,"Terminator, The (1984)"
269,239,Sneakers (1992)
463,306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
450,301,In & Out (1997)
499,312,Midnight in the Garden of Good and Evil (1997)
505,193,"Right Stuff, The (1983)"
350,172,"Empire Strikes Back, The (1980)"
437,484,"Maltese Falcon, The (1941)"
345,702,Barcelona (1994)
387,98,"Silence of the Lambs, The (1991)"
470,544,Things to Do in Denver when You're Dead (1995)
246,238,Raising Arizona (1987)
466,172,"Empire Strikes Back, The (1980)"
409,9,Dead Man Walking (1995)
489,1238,Full Speed (1996)
371,265,"Hunt for Red October, The (1990)"
283,202,Groundhog Day (1993)
417,184,Army of Darkness (1993)
62,655,Stand by Me (1986)
233,261,Air Bud (1997)
141,7,Twelve Monkeys (1995)
426,605,Meet Me in St. Louis (1944)
463,274,Sabrina (1995)
497,31,Crimson Tide (1995)
102,409,Jack (1996)
256,31,Crimson Tide (1995)
437,216,When Harry Met Sally... (1989)
263,174,Raiders of the Lost Ark (1981)
315,428,Harold and Maude (1971)
13,686,"Perfect World, A (1993)"
234,5,Copycat (1995)
279,283,Emma (1996)
177,358,Spawn (1997)
14,319,Everyone Says I Love You (1996)
110,401,"Brady Bunch Movie, The (1995)"
144,435,Butch Cassidy and the Sundance Kid (1969)
405,76,Carlito's Way (1993)
284,900,Kundun (1997)
500,836,Ninotchka (1939)
177,223,Sling Blade (1996)
13,417,"Parent Trap, The (1961)"
105,748,"Saint, The (1997)"
399,1035,Cool Runnings (1993)
487,43,Disclosure (1994)
416,83,Much Ado About Nothing (1993)
354,509,My Left Foot (1989)
145,939,Murder in the First (1995)
450,468,Rudy (1993)
454,482,Some Like It Hot (1959)
446,288,Scream (1996)
234,1168,Little Buddha (1993)
234,855,Diva (1981)
421,516,Local Hero (1983)
193,562,"Quick and the Dead, The (1995)"
416,633,"Christmas Carol, A (1938)"
210,56,Pulp Fiction (1994)
307,401,"Brady Bunch Movie, The (1995)"
457,455,Jackie Chan's First Strike (1996)
160,1012,Private Parts (1997)
417,764,If Lucy Fell (1996)
48,519,"Treasure of the Sierra Madre, The (1948)"
466,566,Clear and Present Danger (1994)
497,540,Money Train (1995)
426,318,Schindler's List (1993)
65,255,My Best Friend's Wedding (1997)
301,118,Twister (1996)
126,346,Jackie Brown (1997)
166,294,Liar Liar (1997)
3,260,Event Horizon (1997)
313,77,"Firm, The (1993)"
145,276,Leaving Las Vegas (1995)
399,1137,Beautiful Thing (1996)
387,293,Donnie Brasco (1997)
352,172,"Empire Strikes Back, The (1980)"
417,792,Bullets Over Broadway (1994)
499,347,Wag the Dog (1997)
463,988,"Beautician and the Beast, The (1997)"
294,752,"Replacement Killers, The (1998)"
453,578,Demolition Man (1993)
264,184,Army of Darkness (1993)
506,470,Tombstone (1993)
170,984,Shadow Conspiracy (1997)
322,156,Reservoir Dogs (1992)
144,326,G.I. Jane (1997)
450,157,Platoon (1986)
379,704,"House of the Spirits, The (1993)"
456,12,"Usual Suspects, The (1995)"
157,290,Fierce Creatures (1997)
493,886,"Life Less Ordinary, A (1997)"
210,180,Apocalypse Now (1979)
32,240,Beavis and Butt-head Do America (1996)
422,222,Star Trek: First Contact (1996)
459,295,Breakdown (1997)
417,475,Trainspotting (1996)
279,181,Return of the Jedi (1983)
4,258,Contact (1997)
65,651,Glory (1989)
416,142,Bedknobs and Broomsticks (1971)
436,96,Terminator 2: Judgment Day (1991)
92,92,True Romance (1993)
495,797,Timecop (1994)
303,458,Nixon (1995)
303,381,Muriel's Wedding (1994)
394,229,Star Trek III: The Search for Spock (1984)
493,11,Seven (Se7en) (1995)
59,3,Four Rooms (1995)
49,82,Jurassic Park (1993)
85,641,Paths of Glory (1957)
482,289,Evita (1996)
405,649,Once Upon a Time in America (1984)
87,22,Braveheart (1995)
128,71,"Lion King, The (1994)"
14,921,Farewell My Concubine (1993)
6,293,Donnie Brasco (1997)
221,386,Addams Family Values (1993)
495,127,"Godfather, The (1972)"
294,307,"Devil's Advocate, The (1997)"
450,771,Johnny Mnemonic (1995)
456,1478,Dead Presidents (1995)
342,223,Sling Blade (1996)
386,222,Star Trek: First Contact (1996)
373,156,Reservoir Dogs (1992)
405,239,Sneakers (1992)
181,983,"Rich Man's Wife, The (1996)"
365,1420,Gilligan's Island: The Movie (1998)
399,1246,Bushwhacked (1995)
244,780,Dumb & Dumber (1994)
216,412,"Very Brady Sequel, A (1996)"
416,739,Pretty Woman (1990)
331,214,Pink Floyd - The Wall (1982)
279,470,Tombstone (1993)
437,229,Star Trek III: The Search for Spock (1984)
110,226,Die Hard 2 (1990)
90,1097,"Hate (Haine, La) (1995)"
496,183,Alien (1979)
474,79,"Fugitive, The (1993)"
110,56,Pulp Fiction (1994)
178,281,"River Wild, The (1994)"
409,264,Mimic (1997)
405,1346,Dingo (1992)
267,1090,Sliver (1993)
235,303,Ulee's Gold (1997)
399,651,Glory (1989)
405,812,Andre (1994)
455,2,GoldenEye (1995)
70,483,Casablanca (1942)
500,1047,Multiplicity (1996)
452,498,"African Queen, The (1951)"
472,380,Star Trek: Generations (1994)
488,33,Desperado (1995)
414,300,Air Force One (1997)
11,405,Mission: Impossible (1996)
327,85,"Ref, The (1994)"
327,1103,Trust (1990)
354,1065,Koyaanisqatsi (1983)
405,791,"Baby-Sitters Club, The (1995)"
292,1142,When We Were Kings (1996)
459,3,Four Rooms (1995)
270,531,Shine (1996)
210,195,"Terminator, The (1984)"
453,11,Seven (Se7en) (1995)
118,7,Twelve Monkeys (1995)
301,665,Alien 3 (1992)
90,485,My Fair Lady (1964)
457,640,"Cook the Thief His Wife & Her Lover, The (1989)"
83,204,Back to the Future (1985)
394,208,Young Frankenstein (1974)
5,432,Fantasia (1940)
500,294,Liar Liar (1997)
295,43,Disclosure (1994)
145,486,Sabrina (1954)
506,1046,Malice (1993)
30,2,GoldenEye (1995)
103,204,Back to the Future (1985)
308,499,Cat on a Hot Tin Roof (1958)
455,465,"Jungle Book, The (1994)"
495,140,Homeward Bound: The Incredible Journey (1993)
317,322,Murder at 1600 (1997)
387,217,Bram Stoker's Dracula (1992)
128,222,Star Trek: First Contact (1996)
405,761,Nick of Time (1995)
16,4,Get Shorty (1995)
452,96,Terminator 2: Judgment Day (1991)
216,313,Titanic (1997)
472,27,Bad Boys (1995)
497,242,Kolya (1996)
282,890,Mortal Kombat: Annihilation (1997)
233,640,"Cook the Thief His Wife & Her Lover, The (1989)"
303,847,Looking for Richard (1996)
62,875,She's So Lovely (1997)
452,483,Casablanca (1942)
128,197,"Graduate, The (1967)"
381,517,Manhattan (1979)
319,306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
387,222,Star Trek: First Contact (1996)
474,610,Gigi (1958)
174,12,"Usual Suspects, The (1995)"
463,1383,"Second Jungle Book: Mowgli & Baloo, The (1997)"
448,303,Ulee's Gold (1997)
214,479,Vertigo (1958)
185,1020,Gaslight (1944)
416,77,"Firm, The (1993)"
488,198,Nikita (La Femme Nikita) (1990)
200,226,Die Hard 2 (1990)
504,546,Broken Arrow (1996)
456,1019,"Die xue shuang xiong (Killer, The) (1989)"
227,324,Lost Highway (1997)
417,419,Mary Poppins (1964)
158,89,Blade Runner (1982)
328,1313,Palmetto (1998)
390,277,Restoration (1995)
457,742,Ransom (1996)
458,209,This Is Spinal Tap (1984)
444,678,Volcano (1997)
293,1208,Kiss of Death (1995)
269,157,Platoon (1986)
488,405,Mission: Impossible (1996)
175,147,"Long Kiss Goodnight, The (1996)"
4,210,Indiana Jones and the Last Crusade (1989)
198,300,Air Force One (1997)
416,317,In the Name of the Father (1993)
7,199,"Bridge on the River Kwai, The (1957)"
355,360,Wonderland (1997)
49,627,Robin Hood: Prince of Thieves (1991)
505,140,Homeward Bound: The Incredible Journey (1993)
409,12,"Usual Suspects, The (1995)"
387,547,"Young Poisoner's Handbook, The (1995)"
435,659,Arsenic and Old Lace (1944)
291,469,Short Cuts (1993)
430,1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)"
429,570,Wyatt Earp (1994)
18,951,"Indian in the Cupboard, The (1995)"
409,60,Three Colors: Blue (1993)
22,862,Jingle All the Way (1996)
448,884,Year of the Horse (1997)
443,271,Starship Troopers (1997)
454,196,Dead Poets Society (1989)
357,105,Sgt. Bilko (1996)
308,88,Sleepless in Seattle (1993)
474,646,Once Upon a Time in the West (1969)
271,137,Big Night (1996)
11,692,"American President, The (1995)"
493,96,Terminator 2: Judgment Day (1991)
429,280,Up Close and Personal (1996)
435,174,Raiders of the Lost Ark (1981)
448,896,"Sweet Hereafter, The (1997)"
291,1478,Dead Presidents (1995)
399,1231,Marked for Death (1990)
1,249,Austin Powers: International Man of Mystery (1997)
487,232,Young Guns (1988)
361,1103,Trust (1990)
365,995,"Kiss Me, Guido (1997)"
7,229,Star Trek III: The Search for Spock (1984)
168,275,Sense and Sensibility (1995)
37,174,Raiders of the Lost Ark (1981)
328,688,Leave It to Beaver (1997)
409,210,Indiana Jones and the Last Crusade (1989)
339,483,Casablanca (1942)
404,331,"Edge, The (1997)"
381,995,"Kiss Me, Guido (1997)"
128,652,Rosencrantz and Guildenstern Are Dead (1990)
44,380,Star Trek: Generations (1994)
94,1014,Romy and Michele's High School Reunion (1997)
337,471,Courage Under Fire (1996)
346,944,Renaissance Man (1994)
90,661,High Noon (1952)
290,483,Casablanca (1942)
181,924,White Squall (1996)
437,473,James and the Giant Peach (1996)
407,218,Cape Fear (1991)
469,641,Paths of Glory (1957)
92,54,Outbreak (1995)
474,506,Rebel Without a Cause (1955)
94,179,"Clockwork Orange, A (1971)"
224,470,Tombstone (1993)
497,575,City Slickers II: The Legend of Curly's Gold (1994)
297,302,L.A. Confidential (1997)
59,615,"39 Steps, The (1935)"
152,69,Forrest Gump (1994)
85,1173,Bliss (1997)
429,1010,Basquiat (1996)
264,288,Scream (1996)
407,227,Star Trek VI: The Undiscovered Country (1991)
419,257,Men in Black (1997)
63,108,Kids in the Hall: Brain Candy (1996)
397,483,Casablanca (1942)
159,243,Jungle2Jungle (1997)
499,181,Return of the Jedi (1983)
113,7,Twelve Monkeys (1995)
100,678,Volcano (1997)
197,586,Terminal Velocity (1994)
308,237,Jerry Maguire (1996)
313,420,Alice in Wonderland (1951)
499,514,Annie Hall (1977)
453,117,"Rock, The (1996)"
474,508,"People vs. Larry Flynt, The (1996)"
451,303,Ulee's Gold (1997)
381,1018,Tie Me Up! Tie Me Down! (1990)
318,1044,"Paper, The (1994)"
505,989,Cats Don't Dance (1997)
159,333,"Game, The (1997)"
151,70,Four Weddings and a Funeral (1994)
470,268,Chasing Amy (1997)
354,660,Fried Green Tomatoes (1991)
448,268,Chasing Amy (1997)
363,11,Seven (Se7en) (1995)
352,50,Star Wars (1977)
345,111,"Truth About Cats & Dogs, The (1996)"
454,707,Enchanted April (1991)
468,498,"African Queen, The (1951)"
81,726,Fluke (1995)
495,230,Star Trek IV: The Voyage Home (1986)
270,356,"Client, The (1994)"
378,684,In the Line of Fire (1993)
468,4,Get Shorty (1995)
456,660,Fried Green Tomatoes (1991)
59,55,"Professional, The (1994)"
385,145,"Lawnmower Man, The (1992)"
381,20,Angels and Insects (1995)
474,322,Murder at 1600 (1997)
305,631,"Crying Game, The (1992)"
66,127,"Godfather, The (1972)"
381,318,Schindler's List (1993)
397,615,"39 Steps, The (1935)"
234,746,Real Genius (1985)
186,934,"Preacher's Wife, The (1996)"
405,191,Amadeus (1984)
405,67,Ace Ventura: Pet Detective (1994)
7,23,Taxi Driver (1976)
339,150,Swingers (1996)
138,182,GoodFellas (1990)
357,147,"Long Kiss Goodnight, The (1996)"
476,765,Boomerang (1992)
58,185,Psycho (1960)
233,192,Raging Bull (1980)
398,953,Unstrung Heroes (1995)
424,289,Evita (1996)
429,549,Rob Roy (1995)
181,1002,"Pest, The (1997)"
374,70,Four Weddings and a Funeral (1994)
487,237,Jerry Maguire (1996)
56,200,"Shining, The (1980)"
457,118,Twister (1996)
6,503,"Candidate, The (1972)"
151,181,Return of the Jedi (1983)
452,216,When Harry Met Sally... (1989)
320,2,GoldenEye (1995)
230,240,Beavis and Butt-head Do America (1996)
379,93,Welcome to the Dollhouse (1995)
25,655,Stand by Me (1986)
93,866,Michael (1996)
26,1014,Romy and Michele's High School Reunion (1997)
145,1291,Celtic Pride (1996)
42,54,Outbreak (1995)
177,50,Star Wars (1977)
253,1016,Con Air (1997)
271,443,"Birds, The (1963)"
311,121,Independence Day (ID4) (1996)
383,357,One Flew Over the Cuckoo's Nest (1975)
425,302,L.A. Confidential (1997)
442,569,Wolf (1994)
262,235,Mars Attacks! (1996)
447,135,2001: A Space Odyssey (1968)
234,1269,Love in the Afternoon (1957)
218,168,Monty Python and the Holy Grail (1974)
411,22,Braveheart (1995)
431,307,"Devil's Advocate, The (1997)"
239,181,Return of the Jedi (1983)
